,page,line,column,span,direction,left,top,right,bottom,word,short,haspunct,punctAfter,punctBefore,QunawiMS,poetryMeter,poetryVerse,fass,lwcvl,quran
29249,308,13,1,1,r,151,399,195,420,وَلَاغَيرُهَا،,ولاغيرها,,،,,57a,,,21,,
29299,309,1,1,1,r,114,87,156,108,المَعْقُولَةِ.,المعقولة,,.,,57a,,,21,,
29321,309,4,1,1,r,368,165,402,186,وَالكِنَايَةُ,والكناية,,,,57b,,,21,,
29369,309,8,1,1,r,88,269,136,290,بِحَقَائِقِهَا,بحقائقها,,,,57b,,,21,,
29455,310,10,1,1,r,295,321,340,342,أَبُوالقَاسِمِ,أبوالقاسم,,,,57b,,,21,,
29479,310,12,1,1,r,265,373,301,394,لِدَلَالَتِهَا,لدلالتها,,,,57b,,,21,,
29503,311,1,1,1,r,79,87,133,108,﴿فَسَأَكْتُبُهَا,فسأكتبها,,,﴿,57b,,,21,,
29514,311,3,1,1,r,296,139,333,160,وَالعِلْمِيَّةِ.,والعلمية,,.,,57b,,,21,,
29523,311,4,1,1,r,118,165,159,186,الٱمْتِنَانِ,الامتنان,,,,57b,,,21,,
29693,313,11,1,1,r,215,347,253,368,الطَّبِيعِيَّةِ,الطبيعية,,,,58a,,,22,,
29694,313,11,1,1,r,164,347,215,368,وَالعُنْصُـرِيَّةِ،,والعنصرية,,،,,58a,,,22,,
29755,314,6,1,1,r,100,217,145,238,الإِنْسَانِيَّةِ،,الإنسانية,,،,,58a,,,22,,
29893,315,7,1,1,r,222,243,263,264,بِالخَبَـرِيَّةِ,بالخبرية,,,,58b,,,22,,
29899,315,7,1,1,r,79,243,120,264,بِالٱبْتِدَاءِ,بالابتداء,,,,58b,,,22,,
29911,315,9,1,1,r,304,295,342,316,بِالتَّشْبِيهِ,بالتشبيه,,,,58b,,,22,,
29914,315,9,1,1,r,206,295,253,316,وَبالتَّـنْـزِيهِ,وبالتنزيه,,,,58b,,,22,,
29928,315,11,1,1,r,364,347,402,368,وَالمُعْتَقِدِ؛,والمعتقد,,؛,,58b,,,22,,
29959,316,3,1,1,r,366,139,402,160,وَلَوَازِمُهَا،,ولوازمها,,،,,58b,,,22,,
29982,316,5,1,1,r,213,191,259,212,وَحَقَائِقِهَا؛,وحقائقها,,؛,,58b,,,22,,
30239,318,1,1,1,r,248,87,325,108,كَالأَعْضَاءِ,كالأعضاء,,,,59a,,,22,,
30265,318,4,1,1,r,336,165,383,186,وَكَالإِنْسَانِ,وكالإنسان,,,,59a,,,22,,
30297,318,6,1,1,r,173,217,228,238,وَالأَشْخَاصِ.,والأشخاص,,.,,59a,,,22,,
30417,319,6,1,1,r,268,217,317,238,المَقَادِيـرِ،,المقادير,,،,,59b,,,22,,
30424,319,7,1,1,r,271,243,315,264,التَّغَيِيرَاتُ,التغييرات,,,,59b,,,22,,
30449,319,9,1,1,r,173,295,215,316,العَالَمِينَ.,العالمين,,.,,59b,,,22,,
30457,319,10,1,1,r,247,321,315,342,كَالمَرَائِي.,كالمرائي,,.,,59b,,,22,,
30499,320,3,1,1,r,82,139,128,160,وَالحَقِيقَةِ.,والحقيقة,,.,,59b,,,22,,
30567,320,11,1,1,r,193,347,240,368,المُحَمَّدِيَّةَ،,المحمدية,,،,,60a,,,22,,
30587,320,13,1,1,r,347,399,402,420,بِالٱسْتِدْرَاكِ،,بالاستدراك,,،,,60a,,,22,,
30627,321,1,1,1,r,299,87,345,108,وَالإِيمَانُ,والإيمان,,,,60a,,,22,,
30733,321,10,1,1,r,186,321,226,342,لِمَعْلُولِهَا،,لمعلولها,,،,,60a,,,22,,
30735,321,10,1,1,r,119,321,174,342,حَالِكَونِهَا,حالكونها,,,,60a,,,22,,
30740,321,11,1,1,r,309,347,345,368,بِٱنْتِقَالِهَا,بانتقالها,,,,60a,,,22,,
30745,321,11,1,1,r,150,347,190,368,لِمَعْلُولِهَا،,لمعلولها,,،,,60a,,,22,,
30850,322,4,1,1,r,173,165,213,186,الدُّنْيَاوِيَّةِ،,الدنياوية,,،,,60b,,,22,,
30854,322,5,1,1,r,356,191,402,212,الأُخْرَاوِيَّةِ,الأخراوية,,,,60b,,,22,,
30858,322,5,1,1,r,237,191,281,212,العَارِفِينَ,العارفين,,,,60b,,,22,,
30864,322,6,1,1,r,362,217,402,238,الدُّنْيَاوية،,الدنياوية,,،,,60b,,,22,,
30878,322,7,1,1,r,275,243,320,264,الأُخْرَاوِيَّةِ،,الأخراوية,,،,,60b,,,22,,
30905,322,10,1,1,r,355,321,402,342,الأُخْـرَاوِيَّةِ،,الأخراوية,,،,,60b,,,22,,
30935,322,12,1,1,r,187,373,230,394,الإِلْيَاسِيَّةِ,الإلياسية,,,,60b,,,22,,
30936,322,12,1,1,r,140,373,187,394,الإِدْرِيْسِيَّةِ,الإدريسية,,,,60b,,,22,,
30955,323,2,1,1,r,332,113,371,134,المَنْزِلَتَينِ،,المنزلتين,,،,,60b,,,22,,
30979,323,4,1,1,r,335,165,377,186,بِحَيَوَانِيَّتِهِ.,بحيوانيته,,.,,60b,,,22,,
31000,323,7,1,1,r,345,243,383,264,وَالعَلَامَةُ,والعلامة,,,,60b,,,22,,
31015,323,8,1,1,r,268,269,312,290,بِحَيَوَانِيَّتِهِ.,بحيوانيته,,.,,60b,,,22,,
31032,323,9,1,1,r,177,295,218,316,بِحَيَوَانِيَّتِهِ.,بحيوانيته,,.,,60b,,,22,,
31040,323,10,1,1,r,152,321,194,342,بِحَيَوانِيَّتِي,بحيوانيتي,,,,60b,,,22,,
31082,324,1,1,1,r,135,87,173,108,الطَّبِيعِيَّةِ،,الطبيعية,,،,,60b,,,22,,
31091,324,2,1,1,r,192,113,229,134,الطَّبِيعِيَّةِ,الطبيعية,,,,61a,,,22,,
31104,324,4,1,1,r,364,165,402,186,خَيرًاكَثِيرًا,خيراكثيرا,,.,,61a,,,22,,2:269
31120,324,6,1,1,r,279,217,321,238,بِالعَارِفِينَ،,بالعارفين,,،,,61a,,,22,,
31139,324,9,1,1,r,350,295,402,316,فَبِالمَجْمُوعِ,فبالمجموع,,,,61a,,,22,,
31233,326,4,1,1,r,276,172,322,193,خَيْـرًاكَثِيرًا,خيراكثيرا,,.,,61a,,,23,,2:269
31331,327,3,1,1,r,355,139,402,160,السَّمَاوَاتِ,السماوات,,,,61b,,,23,,
31372,327,7,1,1,r,271,243,317,264,وَٱسْتَوفَاهَا،,واستوفاها,,،,,61b,,,23,,
31403,327,10,1,1,r,332,321,371,342,بِالتَّوَاطُؤ,بالتواطؤ,,,,61b,,,23,,
31404,327,10,1,1,r,271,321,332,342,وَالٱصْطِلَاحِ،,والاصطلاح,,،,,61b,,,23,,
31423,327,12,1,1,r,292,373,339,394,الأَشَاعِرَةُ:,الأشاعرة,,:,,61b,,,23,,
31440,328,1,1,1,r,103,87,152,108,بَالأَعْرَاضِ،,بالأعراض,,،,,61b,,,23,,
31515,328,10,1,1,r,292,321,360,342,﴿وَلَنَـبَلُوَنَّكُمْ,ولنبلونكم,,,﴿,61b,,,23,,
31651,329,11,1,1,r,297,347,338,368,الإِلٰهِيِّيَنِ,الإلهيين,,,,62a,,,23,,
31720,330,3,1,1,r,229,139,276,160,المَذْكُورَةُ,المذكورة,,,,62a,,,23,,
31807,330,11,1,1,r,370,347,402,368,المُبَالَغَةِ،,المبالغة,,،,,62a,,,23,,
31837,330,16,1,1,r,345,477,384,498,وَالمَظْلُومُ,والمظلوم,,,,62a,,,23,,
31841,330,16,1,1,r,221,477,265,498,بِالٱنْقِسَامِ.,بالانقسام,,.,,62a,,,23,,
31882,331,2,1,1,r,268,113,321,134,الٱخْتِلَافَ,الاختلاف,,,,62b,,,23,,
31910,331,4,1,1,r,82,165,130,186,المُشَارَكَةُ،,المشاركة,,،,,62b,,,23,,
32162,333,10,1,1,r,122,321,165,342,فَيَسْأَلُونَهُ,فيسألونه,,,,63a,,,24,,
32261,334,5,1,1,r,282,191,351,212,الٱخْتِصَاصِ،,الاختصاص,,،,,63a,,,24,,
32305,335,1,1,1,r,101,87,138,108,بِالعِبَادَةِ.,بالعبادة,,.,,63a,,,24,,
32315,335,2,1,1,r,150,113,186,134,الٱفْتِقَارِ,الافتقار,,,,63a,,,24,,
32476,336,9,1,1,r,204,295,244,316,حَيَوَانِيِّتِهِ،,حيوانيته,,،,,63b,,,24,,
32479,336,9,1,1,r,135,295,179,316,إِنْسَانِيِّتِهِ،,إنسانيته,,،,,63b,,,24,,
32490,336,10,1,1,r,131,321,175,342,بِإِنْسَانِيِّتِهِ.,بإنسانيته,,.,,63b,,,24,,
32500,336,11,1,1,r,186,347,224,368,حَيَوَانِيِّتِهِ،,حيوانيته,,،,,63b,,,24,,
32503,336,11,1,1,r,119,347,161,368,إِنْسَانِيِّتِهِ.,إنسانيته,,.,,63b,,,24,,
32519,336,13,1,1,r,332,399,379,420,فَالمِثْلَانِ,فالمثلان,,,,63b,,,24,,
32538,336,15,1,1,r,79,451,128,472,وَالتَّسْخِيرُ,والتسخير,,,,63b,,,24,,
32559,336,17,1,1,r,82,503,136,524,الإِنْسَانِيَّةِ،,الإنسانية,,،,,63b,,,24,,
32581,337,3,1,1,r,282,139,333,160,وَحِمَايَتِهِمْ،,وحمايتهم,,،,,63b,,,24,,
32603,337,5,1,1,r,173,191,213,212,فَالمَرْتَبةُ,فالمرتبة,,,,63b,,,24,,
32618,337,6,1,1,r,79,217,116,238,بِالمَرْتَبَةِ,بالمرتبة,,,,63b,,,24,,
32678,337,13,1,1,r,360,399,402,420,بِالتَّسْلِيطِ,بالتسليط,,,,64a,,,24,,
32709,337,15,1,1,r,231,451,276,472,بِالأُلُوهِيَّةِ.,بالألوهية,,.,,64a,,,24,,
32721,338,1,1,1,r,79,87,131,108,وَإِمَّاعِبَادَةَ,وإماعبادة,,,,64a,,,24,,
32822,339,1,1,1,r,271,87,311,108,بِالأَشْيَاءِ,بالأشياء,,,,64a,,,24,,
32839,339,2,1,1,r,79,113,126,134,وَالضَّلَالَةُ,والضلالة,,,,64a,,,24,,
32851,339,3,1,1,r,82,139,159,160,بِٱنْقِيَادِهِ,بانقياده,,,,64a,,,24,,
32912,339,10,1,1,r,286,321,348,342,المَعْبُودَاتِ,المعبودات,,,,64b,,,24,,
32915,339,10,1,1,r,196,321,247,342,العَابِدِينَ،,العابدين,,،,,64b,,,24,,
32975,340,3,1,1,r,297,139,352,160,سَمَّوهُكُلُّهُمْ:,سموهكلهم,,:,,64b,,,24,,
32995,340,5,1,1,r,340,191,383,212,وَالأُلُوهِيَّةُ,والألوهية,,,,64b,,,24,,
33032,340,8,1,1,r,194,269,232,290,لِيُقَرِّبُوْنَا,ليقربونا,,,,64b,,,24,,
33062,340,12,1,1,r,340,373,378,394,الأُلُوهِيَّةِ,الألوهية,,,,64b,,,24,,
33073,340,13,1,1,r,82,399,136,420,بِشَهَادَتِهِم،,بشهادتهم,,،,,64b,,,24,,
33077,340,14,1,1,r,275,425,323,446,وَٱعْتَقَدُوهُ,واعتقدوه,,,,64b,,,24,,
33083,340,14,1,1,r,119,425,159,446,لِيُقَـرِّبُونَا,ليقربونا,,,,64b,,,24,,
33110,341,3,1,1,r,326,139,369,160,العَارِفُونَ,العارفون,,,,64b,,,24,,
33182,341,10,1,1,r,301,321,350,342,بِالٱنْتِـزَاحِ,بالانتزاح,,,,65a,,,24,,
33203,341,12,1,1,r,365,373,402,394,فَٱتَّبِعُوْنِيْ,فاتبعوني,,,,65a,,,24,,
33284,343,2,1,1,r,141,157,182,178,بِالإِمْدَادِ,بالإمداد,,,,65a,,,25,,
33412,344,4,1,1,r,195,165,244,186,بِالخَاصِّـيَّةِ،,بالخاصية,,،,,65b,,,25,,
33476,344,10,1,1,r,152,321,194,342,الأَبْعَدِينَ.,الأبعدين,,.,,65b,,,25,,
33573,346,5,1,1,r,141,191,187,212,فَالتَّابُوتُ,فالتابوت,,,,65b,,,25,,
33591,346,7,1,1,r,236,243,287,264,وَالخَيَالِيَّةُ،,والخيالية,,،,,65b,,,25,,
33602,346,8,1,1,r,277,269,317,290,الإِنْسَانِيَّةِ،,الإنسانية,,،,,65b,,,25,,
33674,347,1,1,1,r,365,87,402,108,بِالتَّابُوتِ،,بالتابوت,,،,,66a,,,25,,
33677,347,1,1,1,r,278,87,323,108,الإِشَارَاتِ,الإشارات,,,,66a,,,25,,
33698,347,3,1,1,r,102,139,164,160,وَالمُسَـبَّـبَاتِ,والمسببات,,,,66a,,,25,,
33701,347,4,1,1,r,307,165,371,186,وَالمَشْرُوطَاتِ,والمشروطات,,,,66a,,,25,,
33704,347,4,1,1,r,188,165,247,186,وَالمَعْلُولَاتِ,والمعلولات,,,,66a,,,25,,
33707,347,4,1,1,r,79,165,139,186,وَالمَدْلُولَاتِ,والمدلولات,,,,66a,,,25,,
33710,347,5,1,1,r,297,191,356,212,وَالمُحَقَّقَاتِ,والمحققات,,,,66a,,,25,,
33775,348,3,1,1,r,195,139,235,160,البَرْنَامِـجُ,البرنامج,,,,66a,,,25,,
33784,348,4,1,1,r,191,165,238,186,وَالأَفْعَالُ،,والأفعال,,،,,66a,,,25,,
33987,350,6,1,1,r,108,217,159,238,وَوِلَادَتُهَا,وولادتها,,,,66b,,,25,,
34050,350,13,1,1,r,141,399,186,420,الهَيُولَانِيِّ،,الهيولاني,,،,,66b,,,25,,
34079,350,16,1,1,r,314,477,353,498,المَعْقُولَةِ.,المعقولة,,.,,66b,,,25,,
34089,350,17,1,1,r,118,503,162,524,بِالٱطِّلَاعِ,بالاطلاع,,,,66b,,,25,,
34109,351,2,1,1,r,271,113,317,134,بِالقِبْطِيَّةِ،,بالقبطية,,،,,66b,,,25,,
34178,353,5,1,1,r,311,191,351,212,بِالإِيْمَانِ،,بالإيمان,,،,,67a,,,25,,
34202,353,7,1,1,r,188,243,235,264,وَالإِسْلَامُ,والإسلام,,,,67a,,,25,,
34228,353,9,1,1,r,160,295,204,316,ٱلكافرون,الكافرون,,﴾,,67a,,,25,,12:87
34463,355,1,1,1,r,359,87,402,108,وَالمُرْضِعَةُ,والمرضعة,,,,67b,,,25,,
34877,357,8,1,1,r,160,269,199,290,العَالَمِينَ،,العالمين,,،,,68a,,,25,,
34906,357,11,1,1,r,339,347,381,368,بِالوَجْهَينِ.,بالوجهين,,.,,68a,,,25,,
35003,358,10,1,1,r,313,321,360,342,وَٱسْتِيلَائِهِ,واستيلائه,,,,68b,,,25,,
35056,359,2,1,1,r,346,113,384,134,وَالأَنْبِيَاءُ,والأنبياء,,,,68b,,,25,,
35064,359,2,1,1,r,79,113,135,134,وَٱعْتِمَادِهِمْ,واعتمادهم,,,,68b,,,25,,
35179,360,6,1,1,r,295,217,331,238,الأَنْبِيَاءُ,الأنبياء,,,,68b,,,25,,
35222,360,9,1,1,r,109,295,159,316,المُبَلِّغُونَ,المبلغون,,,,69a,,,25,,
35241,360,12,1,1,r,139,373,175,394,وَالعَافِيَةِ.,والعافية,,.,,69a,,,25,,
35246,360,13,1,1,r,241,399,286,420,الجَارِيَتَينِ،,الجاريتين,,،,,69a,,,25,,
35557,362,10,1,1,r,296,321,334,342,بِالرِّسَالَةِ،,بالرسالة,,،,,69b,,,25,,
35566,362,11,1,1,r,359,347,402,368,المُحَمَّدِيَّةِ,المحمدية,,,,69b,,,25,,
35648,363,7,1,1,r,298,243,342,264,المُرْسَلِيْنَ﴾,المرسلين,,﴾،,,69b,,,25,,26:21
35654,363,8,1,1,r,328,269,375,290,فَالخَلِيفَةُ,فالخليفة,,,,69b,,,25,,
35658,363,8,1,1,r,181,269,219,290,وَالوِلَايَةِ،,والولاية,,،,,69b,,,25,,
35721,363,14,1,1,r,301,425,345,446,المُـرْسَلِينَ,المرسلين,,,,69b,,,25,,
35734,364,1,1,1,r,205,87,256,108,الحَاضِرِينَ،,الحاضرين,,،,,69b,,,25,,
35765,364,5,1,1,r,274,191,325,212,الحَاضِرِينَ,الحاضرين,,,,70a,,,25,,
35851,364,13,1,1,r,172,399,218,420,الٱشْتِـرَاكُ.,الاشتراك,,.,,70a,,,25,,
35931,365,7,1,1,r,175,243,216,264,العَالَمِينَ,العالمين,,,,70a,,,25,,
36002,366,2,1,1,r,236,113,278,134,المُوقِنِينَ،,الموقنين,,،,,70a,,,25,,
36018,366,4,1,1,r,244,165,293,186,تَـيَقَّـنْـتُمُوهُ,تيقنتموه,,,,70b,,,25,,
36046,366,7,1,1,r,333,243,383,264,بِالوَجْهَينِ،,بالوجهين,,،,,70b,,,25,,
36106,366,13,1,1,r,337,399,389,420,ٱلمَسْجُوْنِيْنَ﴾,المسجونين,,﴾.,,70b,,,25,,26:29
36340,368,8,1,1,r,332,269,375,290,وَالثُّعْبَانُ,والثعبان,,,,71a,,,25,,
36375,368,12,1,1,r,294,373,342,394,مَقَادِيرُهُمْ,مقاديرهم,,,,71a,,,25,,
36417,369,4,1,1,r,202,165,242,186,وَالإِيْهَامِ،,والإيهام,,،,,71a,,,25,,
36420,369,4,1,1,r,102,165,142,186,العَالَمِينَ،,العالمين,,،,,71a,,,25,,
36454,369,8,1,1,r,196,269,240,290,النَّامُوسِي,الناموسي,,,,71a,,,25,,
36559,370,5,1,1,r,349,191,402,212,المَوجُودَاتِ،,الموجودات,,،,,71b,,,25,,
36603,370,8,1,1,r,210,269,257,290,قِدَمِكَلَامِهِ:,قدمكلامه,,:,,71b,,,25,,
36671,371,5,1,1,r,122,191,176,212,الٱسْتِثْنَاءِ,الاستثناء,,,,71b,,,25,,
36698,371,9,1,1,r,195,295,243,316,بِالٱنْتِقَالِ,بالانتقال,,,,71b,,,25,,
36711,371,10,1,1,r,175,321,217,342,الٱنْتِقَالِ،,الانتقال,,،,,71b,,,25,,
36714,371,10,1,1,r,79,321,123,342,المُؤمِنِينَ,المؤمنين,,,,71b,,,25,,
36784,372,1,1,1,r,79,87,121,108,المَعْهُودَةِ,المعهودة,,,,71b,,,25,,
36799,372,3,1,1,r,194,139,247,160,الأُخْرَاوِيِّ,الأخراوي,,,,72a,,,25,,
36813,372,5,1,1,r,359,191,402,212,الأُخْرَاوِيَّ.,الأخراوي,,.,,72a,,,25,,
36877,372,11,1,1,r,205,347,271,368,المُحْتَضَرِيْنَ،,المحتضرين,,،,,72a,,,25,,
36937,373,1,1,1,r,336,87,384,108,وَالمُحْتَضَرُ,والمحتضر,,,,72a,,,25,,
36984,373,6,1,1,r,330,217,384,238,وَأَمَّاحِكْمَةُ,وأماحكمة,,,,72a,,,25,,
37064,374,3,1,1,r,118,183,162,204,البَـرْزَخِيَّةَ.,البرزخية,,.,,72b,,,26,,
37132,374,9,1,1,r,151,339,191,360,لِلْعَالَمِينَ.,للعالمين,,.,,72b,,,26,,
37145,374,10,1,1,r,123,365,169,386,المُحَمَّدِيَّةِ,المحمدية,,,,72b,,,26,,
37151,375,1,1,1,r,289,87,325,108,بِالتَّبْلِيْـغِ،,بالتبليغ,,،,,72b,,,26,,
37233,375,9,1,1,r,89,295,146,316,وَكَالمُتَمَنِّي,وكالمتمني,,,,72b,,,26,,
37307,377,2,1,1,r,82,157,125,178,الإِنْسَانِيِّ،,الإنساني,,،,,72b,,,27,,
37322,377,4,1,1,r,224,209,277,230,العُنْصُـرِيَّةِ,العنصرية,,,,73a,,,27,,
37459,380,3,1,1,r,79,139,121,160,لَاتَعْـرِفُهَا,لاتعرفها,,,,73a,,,27,,
37512,380,9,1,1,r,331,295,375,316,الإِنْسَانِيَّةِ,الإنسانية,,,,73a,,,27,,
37513,380,9,1,1,r,284,295,331,316,العُنْصُـرِيَّةِ:,العنصرية,,:,,73a,,,27,,
37526,381,2,1,1,r,139,113,188,134,لِلْمُشْـتَاقِينَ:,للمشتاقين,,:,,73a,,,27,,
37533,381,3,1,1,r,240,139,288,160,لِلْمُشْتَاقِينَ,للمشتاقين,,,,73a,,,27,,
37559,381,6,1,1,r,258,217,300,238,المُقَـرَّبِينَ,المقربين,,,,73a,,,27,,
37760,384,1,1,1,r,156,87,209,108,وَبِٱسْتِعْدَادِ,وباستعداد,,,,73b,,,27,,
37764,384,2,1,1,r,363,113,402,134,الٱشتِعَالُ,الاشتعال,,,,73b,,,27,,
37810,384,6,1,1,r,327,217,365,238,النُّورِيَّينَ,النوريين,,,,73b,,,27,,
37814,384,6,1,1,r,202,217,245,238,وَمَنْزِلَتِهِمْ,ومنزلتهم,,,,73b,,,27,,
37817,384,6,1,1,r,100,217,141,238,الطَّبِيعِيَّةِ,الطبيعية,,,,73b,,,27,,
37821,384,7,1,1,r,265,243,303,264,المُنَاسَبَةُ.,المناسبة,,.,,74a,,,27,,
37925,385,9,1,1,r,192,295,235,316,العُنْصُرِيَّةِ,العنصرية,,,,74a,,,27,,
37937,385,10,1,1,r,170,321,218,342,بِالِٱغْتِسَالِ,بالاغتسال,,,,74a,,,27,,
38054,386,6,1,1,r,84,217,121,238,العَالَمِينَ.,العالمين,,.,,74a,,,27,,
38106,387,2,1,1,r,283,113,326,134,بِالتَّدْبِيرِ،,بالتدبير,,،,,74b,,,27,,
38174,388,1,1,1,r,284,87,326,108,بِالمَرْتَبَةِ،,بالمرتبة,,،,,74b,,,27,,
38177,388,1,1,1,r,184,87,225,108,الٱنْفِعَالِ،,الانفعال,,،,,74b,,,27,,
38180,388,1,1,1,r,79,87,124,108,كَالطَّبِيْعَةِ,كالطبيعة,,,,74b,,,27,,
38197,388,3,1,1,r,255,139,295,160,العُنْصُرِيَّةِ،,العنصرية,,،,,74b,,,27,,
38233,388,7,1,1,r,312,243,350,264,الطَّبِيعِيَّةِ,الطبيعية,,,,74b,,,27,,
38264,388,9,1,1,r,115,295,153,316,الٱلْتِذَاذِ،,الالتذاذ,,،,,74b,,,27,,
38298,389,2,1,1,r,251,120,290,141,الٱلْتِذَاذَ،,الالتذاذ,,،,,74b,,,27,,
38354,389,8,1,1,r,82,276,121,297,العَالَمِينَ،,العالمين,,،,,74b,,,27,,
38368,389,10,1,1,r,153,328,198,349,بِالمَرَاتِبِ،,بالمراتب,,،,,75a,,,27,,
38400,390,1,1,1,r,250,87,321,108,بِالٱسْتِحْقَاقِ،,بالاستحقاق,,،,,75a,,,27,,
38412,390,3,1,1,r,213,139,255,160,الٱنْفِعَالِ،,الانفعال,,،,,75a,,,27,,
38427,390,5,1,1,r,121,191,170,212,الرَّحْمَانِيَّ.,الرحماني,,.,,75a,,,27,,
38439,390,7,1,1,r,358,243,402,264,الهَيُـوْلَانِيِّ,الهيولاني,,,,75a,,,27,,
38449,390,8,1,1,r,177,269,229,290,وَالأَعْـرَاضِ،,والأعراض,,،,,75a,,,27,,
38551,392,3,1,1,r,316,139,358,160,بِالحَقَائِقِ،,بالحقائق,,،,,75a,,,27,,
38571,392,5,1,1,r,202,191,241,212,وَكِلْتَاهُمَا,وكلتاهما,,,,75a,,,27,,
38574,392,5,1,1,r,79,191,128,212,بَينَهُمَاكَهُوَ,بينهماكهو,,,,75a,,,27,,
38613,392,9,1,1,r,207,295,256,316,المَوجُودَةِ,الموجودة,,,,75b,,,27,,
38676,393,2,1,1,r,271,113,317,134,بِالأَصَالَةِ,بالأصالة,,,,75b,,,27,,
38699,393,4,1,1,r,368,165,402,186,الفَاعِلِيَّةِ,الفاعلية,,,,75b,,,27,,
38724,394,1,1,1,r,295,87,337,108,لِٱسْتِوَائِهِ,لاستوائه,,,,75b,,,27,,
38750,394,5,1,1,r,340,191,383,212,وَالمُسْتَوِي:,والمستوي,,:,,75b,,,27,,
38752,394,5,1,1,r,255,191,300,212,فَبِحَقِيقَتِهِ,فبحقيقته,,,,75b,,,27,,
38776,394,7,1,1,r,166,243,210,264,الٱلتِحَامِ,الالتحام,,,,75b,,,27,,
38783,394,8,1,1,r,256,269,297,290,لِلْخَبِيْثِيْنَ,للخبيثين,,,,75b,,,27,,
38784,394,8,1,1,r,208,269,256,290,وَٱلخَبِيْثُوْنَ,والخبيثون,,,,75b,,,27,,
38788,394,9,1,1,r,359,295,402,316,وَٱلطَّـيّـِبُوْنَ,والطيبون,,,,75b,,,27,,
38805,395,1,1,1,r,303,87,355,108,وَبِالخَبِيثِ,وبالخبيث,,,,75b,,,27,,
38818,395,2,1,1,r,263,113,307,134,بِالأَصَالَةِ:,بالأصالة,,:,,75b,,,27,,
38837,395,4,1,1,r,115,165,179,186,أَكْـرَهُرِيحَهَا»،,أكرهريحها,,»،,,76a,,,27,,
38850,395,6,1,1,r,358,217,402,238,وَالكَـرَاهَةُ,والكراهة,,,,76a,,,27,,
38884,396,3,1,1,r,266,139,308,160,المَلَائِكَةَ,الملائكة,,,,76a,,,27,,
38887,396,3,1,1,r,168,139,219,160,بِالرَوَائِـحِ,بالروائح,,,,76a,,,27,,
38893,396,4,1,1,r,327,165,374,186,العُـنْصُـرِيَّةِ,العنصرية,,,,76a,,,27,,
38907,396,5,1,1,r,137,191,179,212,المَلَائِكَةُ,الملائكة,,,,76a,,,27,,
38950,396,10,1,1,r,278,321,327,342,بِالخُسْـرَانِ،,بالخسران,,،,,76a,,,27,,
39036,397,3,1,1,r,225,139,272,160,وَالإِنْسَانُ,والإنسان,,,,76a,,,27,,
39038,397,3,1,1,r,156,139,210,160,الصُّورَتَينِ،,الصورتين,,،,,76a,,,27,,
39138,398,2,1,1,r,189,113,248,134,﴿فَٱذْكُرُونِيٓ,فاذكروني,,,﴿,76b,,,27,,
39239,398,13,1,1,r,190,370,229,388,الٱشْتِرَاكَ,الاشتراك,,,,76b,,,27,,
39247,398,14,1,1,r,230,392,275,410,ٱلمُسْتَقِيْمَ,المستقيم,,,,76b,,,27,,
39287,399,4,1,1,r,96,161,140,182,المَقْسُومَةَ,المقسومة,,,,76b,,,27,,
39355,400,4,1,1,r,278,165,342,186,بِالإِيْمَانِ,بالإيمان,,,,76b,,,27,,
39376,400,6,1,1,r,179,217,229,238,وَلِلْمَلَائِكَةِ,وللملائكة,,,,76b,,,27,,
39386,400,7,1,1,r,229,243,273,264,المَلَائِكَةَ,الملائكة,,,,76b,,,27,,
39423,401,5,1,1,r,316,191,358,212,المَلَائِكَةُ,الملائكة,,,,77a,,,27,,
39424,401,5,1,1,r,255,191,316,212,وَالحَاضِـرُونَ:,والحاضرون,,:,,77a,,,27,,
39534,402,3,1,1,r,225,139,281,160,الفُتُوحَاتِ,الفتوحات,,,,77a,,,27,,
39588,402,9,1,1,r,300,295,343,316,الكِبْـرِيَاءَ,الكبرياء,,,,77a,,,27,,
39715,404,1,1,1,r,232,87,271,108,الٱمْتِنَانِ،,الامتنان,,،,,77b,,,27,,
39717,404,1,1,1,r,156,87,201,108,المُشَاهَدَةُ,المشاهدة,,,,77b,,,27,,
39719,404,1,1,1,r,83,87,122,108,الٱمْتِنَانِ،,الامتنان,,،,,77b,,,27,,
39736,404,4,1,1,r,354,165,402,186,الٱسْتِقْـرَارَ:,الاستقرار,,:,,77b,,,27,,
39755,404,6,1,1,r,271,217,314,238,الٱلْتِفَاتِ,الالتفات,,,,77b,,,27,,
39759,404,6,1,1,r,140,217,183,238,الٱلْتِفَاتَ,الالتفات,,,,77b,,,27,,
39782,405,3,1,1,r,343,139,384,160,وَالإِنْسَانُ,والإنسان,,,,77b,,,27,,
39874,406,2,1,1,r,163,113,210,134,الٱسْتِعْدَادِ،,الاستعداد,,،,,77b,,,27,,
39958,407,3,1,1,r,83,139,126,160,ٱسْتِعْدَادَهُ.,استعداده,,.,,77b,,,27,,
40089,408,6,1,1,r,356,217,402,238,لَٱعْـتِـرَاضِهِ,لاعتراضه,,,,78a,,,27,,
40145,409,2,1,1,r,315,113,367,134,المُعْتَقَدَاتِ,المعتقدات,,,,78a,,,27,,
