key	value
192,0,,6,2760,1162,2793,1330	64,,(
192,0,,6,2653,1162,2713,1330	96,,) 
192,0,,6,2298,1162,2358,1330	100,,: 
192,0,,6,1241,1162,1301,1330	100,,. 
192,0,,7,1301,1339,1367,1518	100,,. 
192,0,,8,2655,1527,2742,1695	100,,، 
192,0,,8,1835,1527,1903,1695	98,,. 
192,0,,9,3038,1704,3191,1880	100,3, 
192,0,,9,2116,1704,2177,1880	99,,. 
192,0,,9,956,1704,1017,1880	92,,، 
192,0,,10,2684,1893,2728,2047	96,,«
192,0,,10,2190,1893,2277,2047	100,,(
192,0,,10,2060,1893,2152,2047	88,8, 
192,0,,10,1903,1893,2060,2047	100,,- 
192,0,,10,1778,1893,1902,2047	99,,) 
192,0,,10,1360,1893,1420,2047	100,,»، 
192,0,,11,1938,2056,1997,2230	98,,، 
192,0,,12,2056,2239,2146,2410	100,,. 
192,0,,12,911,2239,975,2410	93,,« 
192,0,,13,2044,2419,2108,2588	93,,، 
192,0,,13,371,2419,448,2588	96,,» 
192,0,,13,345,2419,371,2588	95,,.
192,0,,14,2316,2599,2350,2769	100,,(
192,0,,14,2210,2599,2276,2769	100,,) 
192,0,,14,572,2599,632,2769	100,,. 
192,0,,14,405,2599,432,2769	99,,(
192,0,,14,345,2599,365,2769	100,,)
192,0,,15,897,2778,961,2956	100,,. 
192,0,,15,409,2778,428,2956	100,,(
192,0,,15,345,2778,365,2956	100,,)
192,0,,16,2812,2973,2872,3130	98,,، 
192,0,,16,732,2973,793,3130	99,,. 
192,0,,17,1259,3139,1290,3305	99,,. 
192,0,,17,952,3139,989,3305	57,,«
192,0,,17,671,3139,701,3305	79,,)
192,0,,18,1928,3314,1954,3492	100,,، 
192,0,,18,840,3314,911,3492	98,,: 
192,0,,18,814,3314,840,3492	98,,«
192,0,,18,449,3314,488,3492	100,,» 
192,0,,19,345,3501,364,3676	100,,،
193,0,,2,2007,409,2073,590	98,,، 
193,0,,3,2557,599,2589,774	99,,(
193,0,,3,2456,599,2525,774	99,,) 
193,0,,3,1209,599,1272,774	100,,. 
193,0,,4,2230,787,2248,957	100,,(
193,0,,4,2126,787,2187,957	81,,) 
193,0,,4,1144,787,1211,957	100,,: 
193,0,,5,1421,966,1485,1128	100,,. 
193,0,,6,2767,1137,2807,1302	92,,(
193,0,,6,2672,1137,2733,1302	98,,) 
193,0,,6,1145,1137,1206,1302	100,,، 
193,0,,6,799,1137,833,1302	85,,(
193,0,,6,712,1137,766,1302	100,,)
193,0,,7,2404,1311,2502,1482	98,,- 
193,0,,7,1202,1311,1294,1482	100,,- 
193,0,,8,3116,1491,3193,1668	52,,(
193,0,,8,2987,1491,3077,1668	96,9, 
193,0,,8,2891,1491,2987,1668	100,,- 
193,0,,8,1785,1491,1836,1668	100,,«
193,0,,8,1244,1491,1270,1668	99,,(
193,0,,8,1148,1491,1206,1668	98,,) 
193,0,,9,2705,1677,2730,1843	99,,(
193,0,,9,2611,1677,2667,1843	79,,) 
193,0,,9,2002,1677,2065,1843	98,,. 
193,0,,9,1869,1677,1894,1843	88,,(
193,0,,9,1774,1677,1831,1843	83,,) 
193,0,,9,342,1677,368,1843	95,3,
193,0,,10,2617,1852,2685,2024	92,,: 
193,0,,10,1882,1852,1950,2024	94,,، 
193,0,,11,2489,2033,2514,2198	100,,(
193,0,,11,2401,2033,2451,2198	100,,) 
193,0,,11,1792,2033,1886,2198	100,,- 
193,0,,11,1024,2033,1125,2198	100,,- 
193,0,,12,2711,2207,2771,2377	100,,: 
193,0,,12,1756,2207,1782,2377	99,,. 
193,0,,12,566,2207,592,2377	100,,(
193,0,,12,492,2207,525,2377	100,,)
193,0,,13,2731,2386,2793,2561	100,2, 
193,0,,13,2117,2386,2179,2561	90,,، 
193,0,,13,501,2386,526,2561	99,,:
193,0,,14,3039,2570,3089,2746	95,,(
193,0,,14,2904,2570,3021,2746	98,0,) 
193,0,,14,2226,2570,2280,2746	99,,. 
193,0,,14,1954,2570,2003,2746	100,,(
193,0,,14,1843,2570,1936,2746	83,1,) 
193,0,,14,813,2570,874,2746	100,,. 
193,0,,15,2821,2755,2851,2923	83,,: 
193,0,,15,2322,2755,2370,2923	62,,(
193,0,,15,2201,2755,2303,2923	96,2,) 
193,0,,16,1152,2932,1207,3094	100,,، 
193,0,,17,2881,3103,2936,3277	100,,، 
193,0,,17,2233,3103,2287,3277	90,,(
193,0,,17,2110,3103,2212,3277	90,3,) 
193,0,,17,1339,3103,1401,3277	73,,. 
193,0,,17,488,3103,563,3277	96,4,)
193,0,,18,2177,3286,2236,3446	96,,(
193,0,,18,2067,3286,2157,3446	95,5,) 
194,0,,1,1574,99,1707,201	100,, 
194,0,,1,1623,99,1729,201	100,194, 
194,0,,1,1468,99,1785,201	94,,-
194,0,,2,1586,412,1654,594	86,,. 
194,0,,3,2022,603,2089,765	99,,، 
194,0,,3,737,603,797,765	100,,. 
194,0,,3,383,603,407,765	100,,(
194,0,,3,322,603,340,765	100,,)
194,0,,4,2295,774,2361,946	95,,. 
194,0,,4,1562,774,1586,946	81,,(
194,0,,4,1464,774,1549,946	99,4,) 
194,0,,4,1165,774,1226,946	100,,، 
194,0,,5,1828,955,1895,1126	100,,، 
194,0,,5,1118,955,1180,1126	100,,، 
194,0,,6,3026,1135,3215,1300	100,4, 
194,0,,6,1976,1135,2055,1300	100,,(
194,0,,6,1848,1135,1934,1300	95,9, 
194,0,,6,1738,1135,1848,1300	100,,- 
194,0,,7,2182,1309,2214,1485	100,,. 
194,0,,7,1469,1309,1489,1485	98,,(
194,0,,7,1403,1309,1430,1485	98,,)
194,0,,8,2532,1494,2589,1663	98,,. 
194,0,,8,2138,1494,2176,1663	100,,«
194,0,,8,1326,1494,1401,1663	96,,. 
194,0,,9,322,1672,347,1842	87,,،
194,0,,10,1422,1855,1448,2016	82,,(
194,0,,10,1324,1855,1384,2016	78,,) 
194,0,,10,817,1855,882,2016	100,,. 
194,0,,10,621,1855,640,2016	100,,(
194,0,,10,517,1855,582,2016	98,,) 
194,0,,11,3019,2025,3216,2196	82,5, 
194,0,,11,1532,2025,1550,2196	100,,(
194,0,,11,1428,2025,1492,2196	100,,) 
194,0,,11,322,2025,346,2196	99,,.
194,0,,12,322,2205,346,2383	100,,.
194,0,,13,2112,2400,2138,2566	99,,(
194,0,,13,2001,2400,2074,2566	80,,) 
194,0,,13,1936,2400,2001,2566	98,,. 
194,0,,13,627,2400,653,2566	100,,(
194,0,,13,537,2400,595,2566	100,,) 
194,0,,14,1623,2575,1714,2748	100,,: 
194,0,,14,1105,2575,1123,2748	100,,(
194,0,,14,1003,2575,1063,2748	100,,) 
194,0,,15,2586,2757,2646,2922	100,,، 
194,0,,15,1685,2757,1757,2922	100,,. 
194,0,,15,440,2757,506,2922	94,,. 
194,0,,16,2386,2931,2436,3095	100,,(
194,0,,16,2261,2931,2367,3095	98,0,) 
194,0,,17,2344,3104,2411,3278	100,,. 
194,0,,17,878,3104,952,3278	100,,» 
194,0,,17,603,3104,644,3278	100,,«
194,0,,18,1524,3287,1579,3458	100,,، 
194,0,,18,653,3287,714,3458	100,,، 
194,0,,19,2832,3467,2891,3628	100,,(
194,0,,19,2707,3467,2819,3628	100,1,) 
194,0,,19,2318,3467,2377,3628	99,,، 
194,0,,19,1883,3467,1910,3628	95,,:
195,0,,1,1779,99,1923,197	100,,- 
195,0,,1,1700,99,1959,197	100,195, 
195,0,,2,1991,410,2069,587	97,,؛ 
195,0,,2,1372,410,1398,587	99,,(
195,0,,2,1262,410,1334,587	94,,) 
195,0,,3,2809,596,2853,769	99,, 
195,0,,3,2107,596,2163,769	88,,» 
195,0,,3,1768,596,1799,769	98,,(
195,0,,3,1668,596,1724,769	78,,) 
195,0,,3,1361,596,1436,769	100,,: 
195,0,,4,2842,778,2921,940	96,,(
195,0,,4,2717,778,2802,940	100,0, 
195,0,,4,2626,778,2717,940	100,,- 
195,0,,5,2349,949,2423,1115	100,,، 
195,0,,5,1650,949,1680,1115	100,,(
195,0,,5,1538,949,1606,1115	100,,) 
195,0,,5,745,949,807,1115	99,ً,، 
195,0,,6,1760,1138,1867,1307	100,,- 
195,0,,6,1067,1138,1103,1307	100,,(
195,0,,6,967,1138,1032,1307	96,,) 
195,0,,6,872,1138,967,1307	100,,- 
195,0,,7,2526,1316,2586,1478	77,,. 
195,0,,8,2422,1487,2495,1655	96,,. 
195,0,,8,1127,1487,1188,1655	98,,. 
195,0,,9,2532,1664,2594,1836	100,,، 
195,0,,9,927,1664,997,1836	100,,؛ 
195,0,,10,2819,1845,2845,2013	97,,(
195,0,,10,2722,1845,2781,2013	92,,) 
195,0,,10,2019,1845,2077,2013	91,,، 
195,0,,10,1291,1845,1349,2013	99,,، 
195,0,,11,2948,2022,3015,2194	100,,. 
195,0,,11,2894,2022,2948,2194	98,,«
195,0,,11,2461,2022,2522,2194	98,,» 
195,0,,11,1999,2022,2047,2194	53,,«
195,0,,11,1664,2022,1724,2194	90,,» 
195,0,,12,1109,2203,1164,2373	100,,. 
195,0,,13,2381,2382,2400,2555	100,,(
195,0,,13,2285,2382,2336,2555	94,,) 
195,0,,13,1674,2382,1725,2555	99,,«
195,0,,13,312,2382,344,2555	99,6,
195,0,,14,920,2564,988,2731	100,,. 
195,0,,15,2666,2740,2727,2908	100,,. 
195,0,,15,2294,2740,2318,2908	99,,(
195,0,,15,2190,2740,2257,2908	99,,) 
195,0,,15,1720,2740,1744,2908	99,,(
195,0,,15,1634,2740,1682,2908	100,,) 
195,0,,15,516,2740,546,2908	100,,،
195,0,,16,2994,2923,3012,3089	99,,(
195,0,,16,2882,2923,2962,3089	100,,) 
195,0,,17,2538,3108,2598,3267	80,,. 
195,0,,17,1093,3108,1143,3267	100,,«
195,0,,18,2337,3276,2406,3448	76,,» 
195,0,,18,1155,3276,1216,3448	98,,، 
195,0,,19,2210,3457,2276,3617	97,,» 
195,0,,19,2139,3457,2210,3617	98,,. 
195,0,,19,1252,3457,1335,3617	100,,(
195,0,,19,1133,3457,1210,3617	100,0, 
195,0,,19,1015,3457,1134,3617	100,,- 
195,0,,19,518,3457,548,3617	100,,،
196,0,,1,1570,99,1701,201	100,, 
196,0,,1,1611,99,1719,201	100,196, 
196,0,,1,1455,99,1775,201	63,,-
196,0,,2,1463,410,1495,589	100,,(
196,0,,2,1368,410,1425,589	100,,) 
196,0,,2,1171,410,1234,589	100,,. 
196,0,,3,1889,598,1952,770	99,,، 
196,0,,4,2737,779,2788,954	99,,«
196,0,,4,1329,779,1424,954	100,,» 
196,0,,4,382,779,414,954	100,,(
196,0,,4,318,779,344,954	100,,)
196,0,,5,2662,965,2725,1125	76,,. 
196,0,,5,1391,965,1436,1125	99,,«
196,0,,5,874,965,948,1125	100,,» 
196,0,,5,817,965,875,1125	100,,: 
196,0,,6,1629,1134,1692,1304	99,,. 
196,0,,8,2706,1497,2740,1661	65,,(
196,0,,8,2617,1497,2672,1661	100,,) 
196,0,,9,3013,1670,3207,1848	82,2, 
196,0,,9,2690,1670,2732,1848	100,,.
196,0,,9,318,1670,342,1848	86,,،
196,0,,10,920,1857,945,2025	100,,(
196,0,,10,813,1857,882,2025	100,,) 
196,0,,10,750,1857,812,2025	100,,، 
196,0,,11,1810,2034,1879,2203	100,,، 
196,0,,11,1508,2034,1543,2203	99,,(
196,0,,11,1420,2034,1474,2203	100,,) 
196,0,,12,2439,2212,2513,2381	98,,. 
196,0,,13,1395,2390,1441,2560	100,,«
196,0,,14,2447,2569,2511,2733	99,,. 
196,0,,14,614,2569,671,2733	100,,، 
196,0,,15,2955,2742,3007,2910	97,,«
196,0,,15,2161,2742,2232,2910	84,,» 
196,0,,15,2102,2742,2160,2910	98,,، 
196,0,,15,1756,2742,1782,2910	100,,(
196,0,,15,1659,2742,1718,2910	100,,) 
196,0,,15,1015,2742,1106,2910	100,,» 
196,0,,16,2352,2919,2412,3090	100,,. 
196,0,,16,1019,2919,1049,3090	94,,(
196,0,,16,928,2919,981,3090	99,,) 
196,0,,17,1933,3099,1999,3269	86,,. 
196,0,,17,1886,3099,1934,3269	76,,«
196,0,,17,1111,3099,1188,3269	99,,» 
196,0,,17,1028,3099,1111,3269	100,,(
196,0,,17,910,3099,986,3269	98,1, 
196,0,,17,815,3099,910,3269	96,,- 
196,0,,18,2727,3288,2819,3450	100,,، 
196,0,,18,2003,3288,2088,3450	96,,، 
196,0,,18,1284,3288,1345,3450	88,,. 
196,0,,18,318,3288,349,3450	99,,؛
196,0,,19,1529,3459,1595,3683	100,,، 
196,0,,19,741,3459,765,3683	100,,.
197,0,,1,1750,100,1898,207	100,,- 
197,0,,1,1826,100,1933,207	100,192, 
197,0,,1,1674,100,1993,207	98,,-
197,0,,2,2497,452,2657,643	96,2, 
197,0,,2,2322,452,2497,643	100,,- 
197,0,,3,2366,848,2392,1019	50,,(
197,0,,3,2267,848,2327,1019	100,,) 
197,0,,3,336,848,356,1019	99,1,
197,0,,4,1791,1028,1855,1201	96,,. 
197,0,,4,1081,1028,1151,1201	97,,) 
197,0,,4,1024,1028,1080,1201	82,,، 
197,0,,5,2497,1210,2599,1378	100,,- 
197,0,,5,2094,1210,2124,1378	100,,(
197,0,,5,2004,1210,2052,1378	92,,) 
197,0,,5,1277,1210,1379,1378	86,,- 
197,0,,6,2235,1387,2267,1560	90,,(
197,0,,6,2151,1387,2196,1560	76,,) 
197,0,,6,1779,1387,1857,1560	100,,، 
197,0,,6,1082,1387,1127,1560	53,,«
197,0,,6,854,1387,926,1560	99,,» 
197,0,,6,789,1387,854,1560	98,,. 
197,0,,7,1770,1569,1836,1742	99,,؛ 
197,0,,8,2316,1755,2395,1914	100,,، 
197,0,,8,1339,1755,1408,1914	100,,. 
197,0,,9,2159,1923,2221,2096	85,,: 
197,0,,10,1005,2105,1071,2277	100,,. 
197,0,,11,2087,2286,2150,2451	99,,، 
197,0,,12,1587,2460,1644,2638	99,,. 
197,0,,13,1318,2647,1344,2812	83,,(
197,0,,13,1226,2647,1278,2812	100,,) 
197,0,,13,506,2647,533,2812	98,,.
197,0,,14,2321,2827,2349,2991	100,,(
197,0,,14,2231,2827,2309,2991	97,1,) 
197,0,,14,1845,2827,1923,2991	100,,؛ 
197,0,,15,2868,3000,2898,3164	83,,(
197,0,,15,2762,3000,2833,3164	100,,) 
197,0,,15,2170,3000,2253,3164	73,,(
197,0,,15,2051,3000,2128,3164	100,1, 
197,0,,15,1945,3000,2052,3164	100,,- 
197,0,,15,1453,3000,1519,3164	100,,. 
197,0,,16,2222,3173,2285,3379	100,,، 
198,0,,1,1580,99,1731,201	100,,- 
198,0,,1,1659,99,1766,201	98,198, 
198,0,,1,1504,99,1820,201	98,,-
198,0,,2,2468,412,2528,578	98,,. 
198,0,,2,608,412,687,578	100,,، 
198,0,,3,1604,589,1678,770	98,,. 
198,0,,4,2775,779,2803,937	99,,(
198,0,,4,2679,779,2735,937	100,,) 
198,0,,5,2607,950,2679,1119	98,,. 
198,0,,7,2108,1316,2173,1478	100,,، 
198,0,,7,1847,1316,1877,1478	96,,(
198,0,,7,1752,1316,1806,1478	77,,) 
198,0,,7,1095,1316,1125,1478	100,,(
198,0,,7,1000,1316,1060,1478	96,,) 
198,0,,8,2315,1487,2380,1654	96,,. 
198,0,,8,388,1487,447,1654	100,,، 
198,0,,9,2415,1669,2485,1838	100,,. 
198,0,,9,636,1669,660,1838	100,,.
198,0,,10,2883,1847,3077,2014	100,, 
198,0,,10,1221,1847,1295,2014	100,,: 
198,0,,10,562,1847,624,2014	88,,، 
198,0,,11,385,2023,410,2195	99,,(
198,0,,11,317,2023,347,2195	100,,)
198,0,,13,1757,2375,1827,2553	83,,. 
198,0,,14,2157,2564,2229,2724	100,,، 
198,0,,14,720,2564,739,2724	95,,(
198,0,,14,616,2564,675,2724	100,,) 
198,0,,15,2103,2733,2189,2903	100,,(
198,0,,15,1979,2733,2060,2903	96,2, 
198,0,,15,1887,2733,1979,2903	98,,- 
198,0,,15,317,2733,341,2903	91,,.
198,0,,16,1841,2912,1867,3088	97,,(
198,0,,16,1746,2912,1799,3088	90,,) 
198,0,,16,960,2912,987,3088	100,,(
198,0,,16,858,2912,927,3088	100,,) 
198,0,,17,1745,3097,1801,3268	98,,، 
198,0,,17,969,3097,1030,3268	100,,. 
198,0,,18,1321,3277,1341,3440	97,,(
198,0,,18,1242,3277,1288,3440	100,,)
198,0,,18,317,3277,330,3440	65,,.
198,0,,19,2993,3449,3213,3621	99,3, 
198,0,,19,1104,3449,1164,3621	100,,؛ 
198,0,,20,2184,3630,2240,3791	100,,، 
198,0,,20,1288,3630,1350,3791	94,,، 
198,0,,20,317,3630,336,3791	97,,،
198,0,,21,3021,3800,3227,3950	99,4, 
198,0,,21,2545,3800,2596,3950	100,,(
198,0,,21,2383,3800,2525,3950	95,5,) 
198,0,,21,1746,3800,1868,3950	95,,، 
198,0,,21,652,3800,774,3950	100,,، 
199,0,,1,1805,99,1930,203	100,, 
199,0,,1,1848,99,1957,203	99,199, 
199,0,,1,1696,99,2011,203	98,,-
199,0,,2,2735,412,2797,588	96,,. 
199,0,,2,1266,412,1328,588	100,,. 
199,0,,2,685,412,740,588	100,,. 
199,0,,3,2505,597,2614,775	100,,- 
199,0,,3,1768,597,1877,775	100,,- 
199,0,,4,1820,786,1878,948	98,,. 
199,0,,5,1759,957,1820,1133	98,,. 
199,0,,5,536,957,560,1133	98,,.
199,0,,7,2136,1313,2184,1485	100,,«
199,0,,7,1085,1313,1132,1485	100,,» 
199,0,,7,1049,1313,1085,1485	100,,.
199,0,,8,2422,1494,2492,1657	80,,. 
199,0,,8,1225,1494,1306,1657	100,,(
199,0,,8,1109,1494,1185,1657	100,2, 
199,0,,8,994,1494,1110,1657	100,,- 
199,0,,9,1580,1666,1607,1848	96,,(
199,0,,9,1463,1666,1538,1848	98,,) 
199,0,,10,2843,1857,2909,2021	100,,، 
199,0,,10,807,1857,837,2021	100,,(
199,0,,10,687,1857,765,2021	98,,). 
199,0,,11,2581,2030,2599,2204	99,,(
199,0,,11,2486,2030,2542,2204	100,,) 
199,0,,11,1468,2030,1551,2204	100,,، 
199,0,,11,744,2030,769,2204	100,,(
199,0,,11,681,2030,706,2204	98,,)
199,0,,11,318,2030,350,2204	100,5,
199,0,,12,1388,2213,1432,2375	93,,. 
199,0,,12,958,2213,1002,2375	100,,«
199,0,,13,1671,2384,1735,2562	100,,. 
199,0,,13,596,2384,621,2562	100,,(
199,0,,13,525,2384,551,2562	100,,)
199,0,,14,2822,2571,2922,2739	100,,، 
199,0,,14,2070,2571,2163,2739	100,,- 
199,0,,14,1061,2571,1154,2739	100,,- 
199,0,,15,2949,2748,3013,2913	100,,، 
199,0,,15,2132,2748,2203,2913	98,,. 
199,0,,15,732,2748,796,2913	100,,، 
199,0,,16,2264,2932,2321,3091	100,,، 
199,0,,16,981,2932,1051,3091	98,,. 
199,0,,17,2165,3100,2230,3269	97,,، 
199,0,,17,1682,3100,1728,3269	99,,«
199,0,,17,1044,3100,1089,3269	99,,،
199,0,,18,2642,3278,2660,3447	100,,(
199,0,,18,2541,3278,2603,3447	97,,) 
199,0,,18,2285,3278,2353,3447	82,,، 
199,0,,18,2234,3278,2284,3447	99,,«
199,0,,18,978,3278,1046,3447	100,,» 
199,0,,18,527,3278,558,3447	100,,،
199,0,,19,3155,3456,3216,3624	94,,« 
199,0,,19,2389,3456,2458,3624	100,,» 
199,0,,19,1896,3456,1930,3624	100,,«
199,0,,19,643,3456,677,3624	100,,: 
199,0,,20,3013,3633,3039,3823	100,,(
199,0,,20,2909,3633,2975,3823	100,,) 
199,0,,20,1982,3633,2008,3823	99,,(
199,0,,20,1872,3633,1944,3823	88,,) 
199,0,,20,1564,3633,1629,3823	100,,. 
199,0,,20,318,3633,350,3823	59,6,
200,0,,1,1582,101,1718,202	100,, 
200,0,,1,1483,101,1743,202	98,255, 
200,0,,2,2591,413,2659,591	100,,، 
200,0,,2,2368,413,2408,591	99,,(
200,0,,2,2287,413,2354,591	100,1, 
200,0,,2,966,413,1013,591	98,,، 
200,0,,2,410,413,472,591	100,,. 
200,0,,3,2667,600,2730,775	100,,، 
200,0,,3,2292,600,2355,775	100,,؛ 
200,0,,3,1930,600,1993,775	90,,، 
200,0,,3,1587,600,1650,775	100,,. 
200,0,,4,2942,784,3014,938	85,,(
200,0,,4,2834,784,2912,938	82,3, 
200,0,,4,2744,784,2834,938	80,,- 
200,0,,4,2143,784,2203,938	98,,، 
200,0,,4,1693,784,1729,938	100,,«
200,0,,4,870,784,936,938	100,,، 
200,0,,4,648,784,684,938	78,,«
200,0,,4,318,784,354,938	87,,،
200,0,,5,2432,951,2467,1129	100,,(
200,0,,5,2325,951,2389,1129	99,,) 
200,0,,5,1282,951,1345,1129	88,,، 
200,0,,5,1217,951,1281,1129	84,,. 
200,0,,7,3008,1315,3216,1475	98,7, 
200,0,,7,2813,1315,2858,1475	98,,. 
200,0,,8,1250,1486,1283,1664	100,,. 
200,0,,8,1030,1486,1056,1664	100,,(
200,0,,8,970,1486,997,1664	98,,)
200,0,,9,2689,1673,2753,1846	100,,، 
200,0,,10,2093,1855,2142,2020	100,,) 
200,0,,10,774,1855,855,2020	100,,. 
200,0,,11,2376,2029,2396,2202	100,,(
200,0,,11,2318,2029,2344,2202	100,,)
200,0,,11,2020,2029,2086,2202	92,,، 
200,0,,11,514,2029,567,2202	84,,. 
200,0,,12,415,2211,446,2384	100,,. 
200,0,,13,1002,2393,1068,2562	100,,: 
200,0,,14,2363,2571,2387,2732	100,,(
200,0,,14,2273,2571,2327,2732	96,,) 
200,0,,14,2243,2571,2273,2732	100,,،
200,0,,14,1540,2571,1576,2732	100,,، 
200,0,,14,448,2571,466,2732	86,,(
200,0,,14,370,2571,406,2732	93,,)
200,0,,15,2824,2741,2893,2920	100,,. 
200,0,,15,2207,2741,2228,2920	99,,(
200,0,,15,2139,2741,2167,2920	79,,)
200,0,,15,1796,2741,1879,2920	74,,- 
200,0,,15,590,2741,686,2920	100,,- 
201,0,,1,1851,100,1927,208	100,, 
201,0,,1,1689,100,1951,208	100,1, 
201,0,,2,2844,427,2906,598	98,,، 
201,0,,2,2192,427,2273,598	86,,(
201,0,,2,2074,427,2148,598	98,3, 
201,0,,2,1917,427,2073,598	99,,- 
201,0,,2,1779,427,1917,598	100,,) 
201,0,,3,2738,607,2805,775	99,1, 
201,0,,3,983,607,1010,775	55,,(
201,0,,3,877,607,937,775	99,,) 
201,0,,3,775,607,876,775	100,,- 
201,0,,4,2295,784,2340,947	95,,«
201,0,,4,1570,784,1601,947	90,,. 
201,0,,4,684,784,709,947	77,,)
201,0,,5,1725,956,1751,1125	95,,)
201,0,,5,513,956,540,1125	84,,.
201,0,,6,332,1134,382,1308	85,8,
201,0,,7,2370,1317,2433,1484	100,,. 
201,0,,7,1773,1317,1801,1484	99,,(
201,0,,7,1675,1317,1738,1484	100,,) 
201,0,,7,1331,1317,1394,1484	99,,. 
201,0,,8,2628,1493,2647,1665	98,,(
201,0,,8,2517,1493,2589,1665	99,,) 
201,0,,8,1380,1493,1451,1665	98,,، 
201,0,,8,1335,1493,1380,1665	100,,«
201,0,,8,1062,1493,1114,1665	100,,) 
201,0,,9,2980,1678,3046,1840	96,,) 
201,0,,9,2211,1678,2318,1840	98,,». 
201,0,,9,1489,1678,1509,1840	100,,(
201,0,,9,1369,1678,1456,1840	99,,) 
201,0,,9,501,1678,528,1840	93,,.
201,0,,10,1399,1849,1442,2019	100,,«
201,0,,12,1061,2214,1134,2374	100,,. 
201,0,,13,2900,2383,2933,2545	100,,«
201,0,,13,954,2383,973,2545	82,,.
201,0,,14,792,2554,846,2720	100,,. 
201,0,,14,332,2554,517,2720	99,,) 
201,0,,15,2702,2729,2773,2894	100,,، 
201,0,,15,2233,2729,2278,2894	94,,«
201,0,,15,1475,2729,1559,2894	69,,(
201,0,,15,1353,2729,1430,2894	100,4, 
201,0,,15,1263,2729,1352,2894	94,,- 
201,0,,16,2749,2903,2817,3067	100,,. 
201,0,,16,1518,2903,1586,3067	84,,. 
201,0,,17,2378,3076,2439,3249	100,,. 
201,0,,17,482,3076,510,3249	98,,.
201,0,,18,3025,3258,3083,3515	100,,(
201,0,,18,2898,3258,3005,3515	99,0,) 
201,0,,18,631,3258,688,3515	96,,: 
202,0,,1,1559,100,1690,200	53,, 
202,0,,1,1609,100,1708,200	97,202, 
202,0,,1,1449,100,1769,200	60,,-
202,0,,2,2293,411,2352,589	100,,، 
202,0,,2,1036,411,1088,589	100,,، 
202,0,,3,2036,600,2106,766	99,,. 
202,0,,3,318,600,343,766	71,,:
202,0,,4,1544,775,1605,949	100,,، 
202,0,,6,2720,1139,2784,1298	100,,، 
202,0,,6,1996,1139,2017,1298	100,,(
202,0,,6,1903,1139,1952,1298	76,,) 
202,0,,6,1235,1139,1263,1298	100,,(
202,0,,6,1135,1139,1193,1298	90,,)
202,0,,7,2398,1307,2429,1484	100,,. 
202,0,,9,2697,1671,2763,1828	100,,. 
202,0,,9,1794,1671,1855,1828	100,,، 
202,0,,9,511,1671,549,1828	100,,. 
202,0,,10,1973,1837,2038,2013	99,,، 
202,0,,10,318,1837,346,2013	100,,)
202,0,,11,1761,2022,1791,2187	75,,(
202,0,,11,1658,2022,1724,2187	98,,) 
202,0,,11,1189,2022,1219,2187	99,,«
202,0,,11,769,2022,835,2187	90,,» 
202,0,,11,738,2022,768,2187	100,,.
202,0,,12,3013,2196,3195,2370	99,10, 
202,0,,12,2545,2196,2613,2370	99,,، 
202,0,,12,1763,2196,1837,2370	88,,(
202,0,,12,1657,2196,1737,2370	100,4, 
202,0,,12,1593,2196,1656,2370	100,,-
202,0,,12,1432,2196,1519,2370	100,,) 
202,0,,13,2577,2379,2645,2543	100,,، 
202,0,,14,2422,2552,2461,2726	100,,(
202,0,,14,2359,2552,2390,2726	100,,)
202,0,,14,2185,2552,2249,2726	99,,. 
202,0,,14,1361,2552,1419,2726	99,,) 
202,0,,15,2522,2735,2592,2901	100,,) 
202,0,,15,1843,2735,1905,2901	94,,، 
202,0,,16,1757,2910,1806,3079	98,,، 
202,0,,17,2097,3088,2147,3257	100,,. 
202,0,,17,788,3088,823,3257	100,,(
202,0,,17,652,3088,752,3257	100,,) 
202,0,,18,971,3266,1033,3431	100,,» 
202,0,,18,745,3266,763,3431	99,,(
202,0,,18,638,3266,707,3431	100,,) 
202,0,,19,512,3440,588,3611	100,,. 
202,0,,20,732,3620,768,3791	100,,.
203,0,,1,1797,100,1931,204	100,, 
203,0,,1,1695,100,1951,204	99,203, 
203,0,,2,1447,427,1515,589	99,,. 
203,0,,2,532,427,556,589	97,,.
203,0,,3,794,598,818,767	100,,(
203,0,,3,685,598,754,767	100,,) 
203,0,,3,317,598,381,767	100,11,
203,0,,4,2794,776,2854,948	100,,، 
203,0,,5,1251,957,1304,1128	90,,«
203,0,,6,2790,1141,2925,1303	100,1,). 
203,0,,6,2611,1141,2678,1303	100,,(
203,0,,6,2510,1141,2588,1303	92,5, 
203,0,,6,2443,1141,2511,1303	99,,-
203,0,,6,2309,1141,2381,1303	96,,) 
203,0,,6,1239,1141,1273,1303	100,,،
203,0,,7,2801,1312,2863,1471	100,,، 
203,0,,7,1289,1312,1314,1471	100,,(
203,0,,7,1208,1312,1251,1471	100,,)
203,0,,7,920,1312,950,1471	100,,. 
203,0,,8,2653,1480,2712,1657	99,,، 
203,0,,8,1565,1480,1629,1657	99,,، 
203,0,,8,515,1480,548,1657	99,,)
203,0,,9,1258,1668,1320,1832	100,,. 
203,0,,10,2278,1841,2345,2012	100,,، 
203,0,,10,1289,1841,1336,2012	100,,) 
203,0,,11,2732,2021,2824,2191	100,,- 
203,0,,11,2104,2021,2164,2191	96,,، 
203,0,,11,1121,2021,1213,2191	99,,. 
